x,y,z
-9.264219403266907e-07,-7.602948546409607e-07,-2.90607795715332e-05
-9.264219403266907e-07,-7.602948546409607e-07,-2.8939220428466795e-05
-9.169155955314636e-07,-7.524932026863098e-07,-2.9181713104248046e-05
-9.169155955314636e-07,-7.524932026863098e-07,-2.881828689575195e-05
-9.964829087257384e-07,-6.658285856246948e-07,-2.90607795715332e-05
-9.964829087257384e-07,-6.658285856246948e-07,-2.8939220428466795e-05
-9.862576723098755e-07,-6.589962840080261e-07,-2.9181713104248046e-05
-9.862576723098755e-07,-6.589962840080261e-07,-2.881828689575195e-05
-9.659120440483093e-07,-6.454017758369445e-07,-2.930078315734863e-05
-9.659120440483093e-07,-6.454017758369445e-07,-2.8699216842651366e-05
-9.356548786163329e-07,-6.251845955848694e-07,-2.9416767120361328e-05
-9.356548786163329e-07,-6.251845955848694e-07,-2.858323287963867e-05
-9.264219403266907e-07,-7.602948546409607e-07,-2.1060779571533204e-05
-9.264219403266907e-07,-7.602948546409607e-07,-2.0939220428466798e-05
-9.169155955314636e-07,-7.524932026863098e-07,-2.1181713104248044e-05
-9.169155955314636e-07,-7.524932026863098e-07,-2.0818286895751953e-05
-9.169155955314636e-07,-7.524932026863098e-07,-1.6181713104248045e-05
-9.264219403266907e-07,-7.602948546409607e-07,-1.6060779571533204e-05
-9.264219403266907e-07,-7.602948546409607e-07,-1.5939221382141112e-05
-9.169155955314636e-07,-7.524932026863098e-07,-1.5818286895751954e-05
-9.964829087257384e-07,-6.658285856246948e-07,-2.1060779571533204e-05
-9.964829087257384e-07,-6.658285856246948e-07,-2.0939220428466798e-05
-9.862576723098755e-07,-6.589962840080261e-07,-2.1181713104248044e-05
-9.862576723098755e-07,-6.589962840080261e-07,-2.0818286895751953e-05
-9.659120440483093e-07,-6.454017758369445e-07,-2.1300783157348633e-05
-9.356548786163329e-07,-6.251845955848694e-07,-2.1416767120361326e-05
-9.659120440483093e-07,-6.454017758369445e-07,-2.0699216842651365e-05
-9.356548786163329e-07,-6.251845955848694e-07,-2.058323287963867e-05
-9.862576723098755e-07,-6.589962840080261e-07,-1.6181713104248045e-05
-9.964829087257384e-07,-6.658285856246948e-07,-1.6060779571533204e-05
-9.964829087257384e-07,-6.658285856246948e-07,-1.5939221382141112e-05
-9.862576723098755e-07,-6.589962840080261e-07,-1.5818286895751954e-05
-9.659120440483093e-07,-6.454017758369445e-07,-1.6300783157348633e-05
-9.659120440483093e-07,-6.454017758369445e-07,-1.5699216842651365e-05
-9.356548786163329e-07,-6.251845955848694e-07,-1.6416767120361327e-05
-9.356548786163329e-07,-6.251845955848694e-07,-1.558323383331299e-05
-7.602948546409607e-07,-9.264219403266907e-07,-2.90607795715332e-05
-7.602948546409607e-07,-9.264219403266907e-07,-2.8939220428466795e-05
-7.524932026863098e-07,-9.169155955314636e-07,-2.9181713104248046e-05
-7.524932026863098e-07,-9.169155955314636e-07,-2.881828689575195e-05
-6.658285856246948e-07,-9.964829087257384e-07,-2.90607795715332e-05
-6.658285856246948e-07,-9.964829087257384e-07,-2.8939220428466795e-05
-6.589962840080261e-07,-9.862576723098755e-07,-2.9181713104248046e-05
-6.589962840080261e-07,-9.862576723098755e-07,-2.881828689575195e-05
-6.454017758369445e-07,-9.659120440483093e-07,-2.930078315734863e-05
-6.454017758369445e-07,-9.659120440483093e-07,-2.8699216842651366e-05
-6.251845955848694e-07,-9.356548786163329e-07,-2.9416767120361328e-05
-6.251845955848694e-07,-9.356548786163329e-07,-2.858323287963867e-05
-7.602948546409607e-07,-9.264219403266907e-07,-2.1060779571533204e-05
-7.602948546409607e-07,-9.264219403266907e-07,-2.0939220428466798e-05
-7.524932026863098e-07,-9.169155955314636e-07,-2.1181713104248044e-05
-7.524932026863098e-07,-9.169155955314636e-07,-2.0818286895751953e-05
-7.524932026863098e-07,-9.169155955314636e-07,-1.6181713104248045e-05
-7.602948546409607e-07,-9.264219403266907e-07,-1.6060779571533204e-05
-7.602948546409607e-07,-9.264219403266907e-07,-1.5939221382141112e-05
-7.524932026863098e-07,-9.169155955314636e-07,-1.5818286895751954e-05
-6.658285856246948e-07,-9.964829087257384e-07,-2.1060779571533204e-05
-6.658285856246948e-07,-9.964829087257384e-07,-2.0939220428466798e-05
-6.589962840080261e-07,-9.862576723098755e-07,-2.1181713104248044e-05
-6.589962840080261e-07,-9.862576723098755e-07,-2.0818286895751953e-05
-6.454017758369445e-07,-9.659120440483093e-07,-2.1300783157348633e-05
-6.251845955848694e-07,-9.356548786163329e-07,-2.1416767120361326e-05
-6.454017758369445e-07,-9.659120440483093e-07,-2.0699216842651365e-05
-6.251845955848694e-07,-9.356548786163329e-07,-2.058323287963867e-05
-6.589962840080261e-07,-9.862576723098755e-07,-1.6181713104248045e-05
-6.658285856246948e-07,-9.964829087257384e-07,-1.6060779571533204e-05
-6.658285856246948e-07,-9.964829087257384e-07,-1.5939221382141112e-05
-6.589962840080261e-07,-9.862576723098755e-07,-1.5818286895751954e-05
-6.454017758369445e-07,-9.659120440483093e-07,-1.6300783157348633e-05
-6.454017758369445e-07,-9.659120440483093e-07,-1.5699216842651365e-05
-6.251845955848694e-07,-9.356548786163329e-07,-1.6416767120361327e-05
-6.251845955848694e-07,-9.356548786163329e-07,-1.558323383331299e-05
-8.474390506744385e-07,-8.474390506744385e-07,-2.90607795715332e-05
-8.474390506744385e-07,-8.474390506744385e-07,-2.8939220428466795e-05
-8.387432098388672e-07,-8.387432098388672e-07,-2.9181713104248046e-05
-8.387432098388672e-07,-8.387432098388672e-07,-2.881828689575195e-05
-8.214406967163086e-07,-8.214406967163086e-07,-2.930078315734863e-05
-7.957090735435485e-07,-7.957090735435485e-07,-2.9416767120361328e-05
-8.214406967163086e-07,-8.214406967163086e-07,-2.8699216842651366e-05
-7.957090735435485e-07,-7.957090735435485e-07,-2.858323287963867e-05
-7.618123888969421e-07,-7.618123888969421e-07,-2.9528472900390623e-05
-7.618123888969421e-07,-7.618123888969421e-07,-2.8471527099609374e-05
-8.980004787445068e-07,-7.369699478149413e-07,-2.930078315734863e-05
-8.698706626892089e-07,-7.138844132423401e-07,-2.9416767120361328e-05
-8.980004787445068e-07,-7.369699478149413e-07,-2.8699216842651366e-05
-8.698706626892089e-07,-7.138844132423401e-07,-2.858323287963867e-05
-8.328147530555725e-07,-6.834734082221984e-07,-2.9528472900390623e-05
-8.328147530555725e-07,-6.834734082221984e-07,-2.8471527099609374e-05
-7.872130870819091e-07,-6.460490822792052e-07,-2.9634756088256834e-05
-7.872130870819091e-07,-6.460490822792052e-07,-2.8365243911743163e-05
